Single-Level_Breite_Wigner
Temp do meio:       +1.500000000000000e+03[K]
Massa do isotopo:   +2.360050000000000e+02

ene_val                 sig_val[radiation_xs]           psi                     x                   smr*gg                  chi1          
+1.075000000000058e+01 +1.553948760908497e+00 +1.247701226613825e-03 +3.740714965919462e+01 +1.136707101119777e+03 +1.350023677703116e-01 
+1.075200000000059e+01 +1.536687299627649e+00 +1.232599425675170e-03 +3.750366605957912e+01 +1.136600273773830e+03 +1.349898765970123e-01 
+1.075400000000059e+01 +1.519728563941144e+00 +1.217761086015099e-03 +3.760018236808882e+01 +1.136493476232064e+03 +1.349773889084873e-01 
+1.075600000000059e+01 +1.503066780196104e+00 +1.203181202358753e-03 +3.769669858473640e+01 +1.136386708480625e+03 +1.349649047031166e-01 
+1.075800000000059e+01 +1.486696284643934e+00 +1.188854864231239e-03 +3.779321470953460e+01 +1.136279970505665e+03 +1.349524239792811e-01 
+1.076000000000059e+01 +1.470611521486665e+00 +1.174777254283978e-03 +3.788973074249611e+01 +1.136173262293348e+03 +1.349399467353631e-01 
+1.076200000000059e+01 +1.454807040951825e+00 +1.160943646645205e-03 +3.798624668363361e+01 +1.136066583829844e+03 +1.349274729697457e-01 
+1.076400000000059e+01 +1.439277497394986e+00 +1.147349405293839e-03 +3.808276253295981e+01 +1.135959935101334e+03 +1.349150026808131e-01 
+1.076600000000059e+01 +1.424017647430399e+00 +1.133989982457149e-03 +3.817927829048742e+01 +1.135853316094008e+03 +1.349025358669506e-01 
+1.076800000000059e+01 +1.409022348089212e+00 +1.120860917031742e-03 +3.827579395622909e+01 +1.135746726794065e+03 +1.348900725265444e-01 
+1.077000000000059e+01 +1.394286555005279e+00 +1.107957833027962e-03 +3.837230953019752e+01 +1.135640167187711e+03 +1.348776126579821e-01 
+1.077200000000059e+01 +1.379805320628414e+00 +1.095276438037502e-03 +3.846882501240538e+01 +1.135533637261164e+03 +1.348651562596519e-01 
+1.077400000000059e+01 +1.365573792464641e+00 +1.082812521723935e-03 +3.856534040286533e+01 +1.135427137000647e+03 +1.348527033299433e-01 
+1.077600000000059e+01 +1.351587211343704e+00 +1.070561954336341e-03 +3.866185570159006e+01 +1.135320666392398e+03 +1.348402538672469e-01 
+1.077800000000059e+01 +1.337840909713118e+00 +1.058520685245464e-03 +3.875837090859221e+01 +1.135214225422657e+03 +1.348278078699541e-01 
+1.078000000000059e+01 +1.324330309958988e+00 +1.046684741502592e-03 +3.885488602388445e+01 +1.135107814077678e+03 +1.348153653364577e-01 
+1.078200000000060e+01 +1.311050922753044e+00 +1.035050226420686e-03 +3.895140104747943e+01 +1.135001432343722e+03 +1.348029262651511e-01 
+1.078400000000060e+01 +1.297998345425936e+00 +1.023613318177816e-03 +3.904791597938978e+01 +1.134895080207058e+03 +1.347904906544292e-01 
+1.078600000000060e+01 +1.285168260366447e+00 +1.012370268442641e-03 +3.914443081962817e+01 +1.134788757653966e+03 +1.347780585026876e-01 
+1.078800000000060e+01 +1.272556433446126e+00 +1.001317401021457e-03 +3.924094556820722e+01 +1.134682464670734e+03 +1.347656298083230e-01 
+1.079000000000060e+01 +1.260158712469760e+00 +9.904511105272614e-04 +3.933746022513957e+01 +1.134576201243657e+03 +1.347532045697334e-01 
+1.079200000000060e+01 +1.247971025650595e+00 +9.797678610698366e-04 +3.943397479043785e+01 +1.134469967359043e+03 +1.347407827853175e-01 
+1.079400000000060e+01 +1.235989380110795e+00 +9.692641849673156e-04 +3.953048926411468e+01 +1.134363763003205e+03 +1.347283644534752e-01 
+1.079600000000060e+01 +1.224209860406402e+00 +9.589366814786112e-04 +3.962700364618268e+01 +1.134257588162468e+03 +1.347159495726075e-01 
+1.079800000000060e+01 +1.212628627076744e+00 +9.487820155566544e-04 +3.972351793665447e+01 +1.134151442823162e+03 +1.347035381411163e-01 
+1.080000000000060e+01 +1.201241915218020e+00 +9.387969166222208e-04 +3.982003213554265e+01 +1.134045326971631e+03 +1.346911301574045e-01 
+1.080200000000060e+01 +1.190046033080590e+00 +9.289781773579592e-04 +3.991654624285984e+01 +1.133939240594222e+03 +1.346787256198763e-01 
+1.080400000000060e+01 +1.179037360690113e+00 +9.193226525227317e-04 +4.001306025861862e+01 +1.133833183677295e+03 +1.346663245269367e-01 
+1.080600000000060e+01 +1.168212348491748e+00 +9.098272577856251e-04 +4.010957418283162e+01 +1.133727156207219e+03 +1.346539268769917e-01 
+1.080800000000060e+01 +1.157567516017613e+00 +9.004889685797912e-04 +4.020608801551140e+01 +1.133621158170369e+03 +1.346415326684485e-01 
+1.081000000000060e+01 +1.147099450576914e+00 +8.913048189756197e-04 +4.030260175667055e+01 +1.133515189553131e+03 +1.346291418997153e-01 
+1.081200000000061e+01 +1.136804805968460e+00 +8.822719005730050e-04 +4.039911540632168e+01 +1.133409250341899e+03 +1.346167545692012e-01 
+1.081400000000061e+01 +1.126680301215572e+00 +8.733873614127245e-04 +4.049562896447734e+01 +1.133303340523076e+03 +1.346043706753166e-01 
+1.081600000000061e+01 +1.116722719322882e+00 +8.646484049065199e-04 +4.059214243115012e+01 +1.133197460083073e+03 +1.345919902164724e-01 
+1.081800000000061e+01 +1.106928906054585e+00 +8.560522887854613e-04 +4.068865580635257e+01 +1.133091609008311e+03 +1.345796131910813e-01 
+1.082000000000061e+01 +1.097295768734251e+00 +8.475963240667425e-04 +4.078516909009727e+01 +1.132985787285220e+03 +1.345672395975563e-01 
+1.082200000000061e+01 +1.087820275065618e+00 +8.392778740384155e-04 +4.088168228239678e+01 +1.132879994900238e+03 +1.345548694343118e-01 
+1.082400000000061e+01 +1.078499451974252e+00 +8.310943532619065e-04 +4.097819538326365e+01 +1.132774231839810e+03 +1.345425026997633e-01 
+1.082600000000061e+01 +1.069330384469586e+00 +8.230432265920019e-04 +4.107470839271042e+01 +1.132668498090394e+03 +1.345301393923269e-01 
+1.082800000000061e+01 +1.060310214527235e+00 +8.151220082141181e-04 +4.117122131074966e+01 +1.132562793638454e+03 +1.345177795104203e-01 
+1.083000000000061e+01 +1.051436139991341e+00 +8.073282606987386e-04 +4.126773413739390e+01 +1.132457118470463e+03 +1.345054230524617e-01 
+1.083200000000061e+01 +1.042705413496366e+00 +7.996595940724560e-04 +4.136424687265567e+01 +1.132351472572902e+03 +1.344930700168707e-01 
+1.083400000000061e+01 +1.034115341408473e+00 +7.921136649057654e-04 +4.146075951654750e+01 +1.132245855932262e+03 +1.344807204020676e-01 
+1.083600000000061e+01 +1.025663282785884e+00 +7.846881754171173e-04 +4.155727206908193e+01 +1.132140268535043e+03 +1.344683742064741e-01 
+1.083800000000061e+01 +1.017346648358052e+00 +7.773808725930580e-04 +4.165378453027148e+01 +1.132034710367752e+03 +1.344560314285126e-01 
+1.084000000000061e+01 +1.009162899523381e+00 +7.701895473242291e-04 +4.175029690012866e+01 +1.131929181416907e+03 +1.344436920666067e-01 
+1.084200000000062e+01 +1.001109547365205e+00 +7.631120335570301e-04 +4.184680917866599e+01 +1.131823681669033e+03 +1.344313561191808e-01 
+1.084400000000062e+01 +9.931841516858089e-01 +7.561462074607082e-04 +4.194332136589598e+01 +1.131718211110664e+03 +1.344190235846606e-01 
+1.084600000000062e+01 +9.853843200579931e-01 +7.492899866094697e-04 +4.203983346183114e+01 +1.131612769728343e+03 +1.344066944614725e-01 
+1.084800000000062e+01 +9.777077068942510e-01 +7.425413291796961e-04 +4.213634546648396e+01 +1.131507357508621e+03 +1.343943687480444e-01 
+1.085000000000062e+01 +9.701520125330485e-01 +7.358982331617978e-04 +4.223285737986693e+01 +1.131401974438060e+03 +1.343820464428046e-01 
+1.085200000000062e+01 +9.627149823419228e-01 +7.293587355864877e-04 +4.232936920199256e+01 +1.131296620503227e+03 +1.343697275441829e-01 
+1.085400000000062e+01 +9.553944058373441e-01 +7.229209117654194e-04 +4.242588093287332e+01 +1.131191295690701e+03 +1.343574120506099e-01 
+1.085600000000062e+01 +9.481881158208207e-01 +7.165828745457458e-04 +4.252239257252170e+01 +1.131085999987067e+03 +1.343450999605173e-01 
+1.085800000000062e+01 +9.410939875312583e-01 +7.103427735786291e-04 +4.261890412095017e+01 +1.130980733378920e+03 +1.343327912723376e-01 
+1.086000000000062e+01 +9.341099378129394e-01 +7.041987946011274e-04 +4.271541557817121e+01 +1.130875495852865e+03 +1.343204859845047e-01 
+1.086200000000062e+01 +9.272339242994095e-01 +6.981491587317268e-04 +4.281192694419729e+01 +1.130770287395512e+03 +1.343081840954530e-01 
+1.086400000000062e+01 +9.204639446123833e-01 +6.921921217787796e-04 +4.290843821904087e+01 +1.130665107993484e+03 +1.342958856036184e-01 
+1.086600000000062e+01 +9.137980355758587e-01 +6.863259735619608e-04 +4.300494940271441e+01 +1.130559957633408e+03 +1.342835905074376e-01 
+1.086800000000062e+01 +9.072342724452064e-01 +6.805490372466026e-04 +4.310146049523036e+01 +1.130454836301925e+03 +1.342712988053481e-01 
+1.087000000000062e+01 +9.007707681505925e-01 +6.748596686903063e-04 +4.319797149660117e+01 +1.130349743985679e+03 +1.342590104957889e-01 
+1.087200000000063e+01 +8.944056725548929e-01 +6.692562558020146e-04 +4.329448240683930e+01 +1.130244680671326e+03 +1.342467255771994e-01 
+1.087400000000063e+01 +8.881371717257346e-01 +6.637372179132058e-04 +4.339099322595717e+01 +1.130139646345530e+03 +1.342344440480206e-01 
+1.087600000000063e+01 +8.819634872212510e-01 +6.583010051608560e-04 +4.348750395396723e+01 +1.130034640994964e+03 +1.342221659066940e-01 
+1.087800000000063e+01 +8.758828753896621e-01 +6.529460978822961e-04 +4.358401459088191e+01 +1.129929664606308e+03 +1.342098911516625e-01 
+1.088000000000063e+01 +8.698936266820823e-01 +6.476710060214027e-04 +4.368052513671363e+01 +1.129824717166251e+03 +1.341976197813698e-01 
+1.088200000000063e+01 +8.639940649785210e-01 +6.424742685461466e-04 +4.377703559147483e+01 +1.129719798661493e+03 +1.341853517942604e-01 
+1.088400000000063e+01 +8.581825469269391e-01 +6.373544528773536e-04 +4.387354595517790e+01 +1.129614909078739e+03 +1.341730871887803e-01 
+1.088600000000063e+01 +8.524574612948489e-01 +6.323101543282373e-04 +4.397005622783529e+01 +1.129510048404706e+03 +1.341608259633762e-01 
+1.088800000000063e+01 +8.468172283334862e-01 +6.273399955547456e-04 +4.406656640945938e+01 +1.129405216626116e+03 +1.341485681164957e-01 
+1.089000000000063e+01 +8.412602991542607e-01 +6.224426260164639e-04 +4.416307650006258e+01 +1.129300413729701e+03 +1.341363136465876e-01 
+1.089200000000063e+01 +8.357851551172295e-01 +6.176167214478461e-04 +4.425958649965731e+01 +1.129195639702203e+03 +1.341240625521015e-01 
+1.089400000000063e+01 +8.303903072314025e-01 +6.128609833396282e-04 +4.435609640825594e+01 +1.129090894530372e+03 +1.341118148314883e-01 
+1.089600000000063e+01 +8.250742955667476e-01 +6.081741384303127e-04 +4.445260622587088e+01 +1.128986178200964e+03 +1.340995704831997e-01 
+1.089800000000063e+01 +8.198356886774780e-01 +6.035549382073241e-04 +4.454911595251451e+01 +1.128881490700746e+03 +1.340873295056883e-01 
+1.090000000000063e+01 +8.146730830366810e-01 +5.990021584179625e-04 +4.464562558819920e+01 +1.128776832016493e+03 +1.340750918974078e-01 
+1.090200000000064e+01 +8.095851024819117e-01 +5.945145985897702e-04 +4.474213513293735e+01 +1.128672202134989e+03 +1.340628576568130e-01 
+1.090400000000064e+01 +8.045703976716089e-01 +5.900910815602064e-04 +4.483864458674131e+01 +1.128567601043025e+03 +1.340506267823595e-01 
+1.090600000000064e+01 +7.996276455521319e-01 +5.857304530154767e-04 +4.493515394962347e+01 +1.128463028727401e+03 +1.340383992725040e-01 
+1.090800000000064e+01 +7.947555488352153e-01 +5.814315810383224e-04 +4.503166322159619e+01 +1.128358485174927e+03 +1.340261751257041e-01 
+1.091000000000064e+01 +7.899528354856308e-01 +5.771933556645958e-04 +4.512817240267182e+01 +1.128253970372420e+03 +1.340139543404186e-01 
+1.091200000000064e+01 +7.852182582189814e-01 +5.730146884485638e-04 +4.522468149286273e+01 +1.128149484306704e+03 +1.340017369151070e-01 
+1.091400000000064e+01 +7.805505940092664e-01 +5.688945120366289e-04 +4.532119049218125e+01 +1.128045026964615e+03 +1.339895228482301e-01 
+1.091600000000064e+01 +7.759486436061752e-01 +5.648317797494075e-04 +4.541769940063975e+01 +1.127940598332994e+03 +1.339773121382494e-01 
+1.091800000000064e+01 +7.714112310618688e-01 +5.608254651720215e-04 +4.551420821825055e+01 +1.127836198398694e+03 +1.339651047836275e-01 
+1.092000000000064e+01 +7.669372032670895e-01 +5.568745617523647e-04 +4.561071694502601e+01 +1.127731827148573e+03 +1.339529007828280e-01 
+1.092200000000064e+01 +7.625254294964607e-01 +5.529780824073676e-04 +4.570722558097844e+01 +1.127627484569500e+03 +1.339407001343156e-01 
+1.092400000000064e+01 +7.581748009626543e-01 +5.491350591368198e-04 +4.580373412612018e+01 +1.127523170648349e+03 +1.339285028365557e-01 
+1.092600000000064e+01 +7.538842303794826e-01 +5.453445426449480e-04 +4.590024258046356e+01 +1.127418885372007e+03 +1.339163088880150e-01 
+1.092800000000064e+01 +7.496526515336515e-01 +5.416056019694200e-04 +4.599675094402090e+01 +1.127314628727367e+03 +1.339041182871608e-01 
+1.093000000000064e+01 +7.454790188648482e-01 +5.379173241175510e-04 +4.609325921680449e+01 +1.127210400701330e+03 +1.338919310324618e-01 
+1.093200000000065e+01 +7.413623070543387e-01 +5.342788137098477e-04 +4.618976739882667e+01 +1.127106201280805e+03 +1.338797471223875e-01 
+1.093400000000065e+01 +7.373015106215755e-01 +5.306891926304476e-04 +4.628627549009974e+01 +1.127002030452711e+03 +1.338675665554082e-01 
+1.093600000000065e+01 +7.332956435289418e-01 +5.271475996845803e-04 +4.638278349063599e+01 +1.126897888203975e+03 +1.338553893299955e-01 
+1.093800000000065e+01 +7.293437387942593e-01 +5.236531902627258e-04 +4.647929140044774e+01 +1.126793774521532e+03 +1.338432154446218e-01 
+1.094000000000065e+01 +7.254448481110574e-01 +5.202051360114781e-04 +4.657579921954725e+01 +1.126689689392324e+03 +1.338310448977605e-01 
+1.094200000000065e+01 +7.215980414763806e-01 +5.168026245108801e-04 +4.667230694794683e+01 +1.126585632803305e+03 +1.338188776878860e-01 
+1.094400000000065e+01 +7.178024068260539e-01 +5.134448589582298e-04 +4.676881458565876e+01 +1.126481604741433e+03 +1.338067138134735e-01 
+1.094600000000065e+01 +7.140570496771449e-01 +5.101310578580680e-04 +4.686532213269533e+01 +1.126377605193678e+03 +1.337945532729996e-01 
+1.094800000000065e+01 +7.103610927776671e-01 +5.068604547184384e-04 +4.696182958906879e+01 +1.126273634147015e+03 +1.337823960649414e-01 
+1.095000000000065e+01 +7.067136757631367e-01 +5.036322977530399e-04 +4.705833695479143e+01 +1.126169691588430e+03 +1.337702421877772e-01 
+1.095200000000065e+01 +7.031139548201707e-01 +5.004458495894703e-04 +4.715484422987551e+01 +1.126065777504917e+03 +1.337580916399863e-01 
+1.095400000000065e+01 +6.995611023566530e-01 +4.973003869831451e-04 +4.725135141433331e+01 +1.125961891883477e+03 +1.337459444200489e-01 
+1.095600000000065e+01 +6.960543066785922e-01 +4.941952005369723e-04 +4.734785850817705e+01 +1.125858034711120e+03 +1.337338005264463e-01 
+1.095800000000065e+01 +6.925927716734036e-01 +4.911295944265992e-04 +4.744436551141902e+01 +1.125754205974865e+03 +1.337216599576605e-01 
+1.096000000000065e+01 +6.891757164996055e-01 +4.881028861311803e-04 +4.754087242407145e+01 +1.125650405661737e+03 +1.337095227121748e-01 
+1.096200000000066e+01 +6.858023752825875e-01 +4.851144061693999e-04 +4.763737924614658e+01 +1.125546633758772e+03 +1.336973887884731e-01 
+1.096400000000066e+01 +6.824719968166922e-01 +4.821634978409422e-04 +4.773388597765666e+01 +1.125442890253013e+03 +1.336852581850407e-01 
+1.096600000000066e+01 +6.791838442731142e-01 +4.792495169729855e-04 +4.783039261861393e+01 +1.125339175131512e+03 +1.336731309003635e-01 
+1.096800000000066e+01 +6.759371949136534e-01 +4.763718316717647e-04 +4.792689916903061e+01 +1.125235488381328e+03 +1.336610069329285e-01 
+1.097000000000066e+01 +6.727313398103809e-01 +4.735298220792270e-04 +4.802340562891892e+01 +1.125131829989529e+03 +1.336488862812237e-01 
+1.097200000000066e+01 +6.695655835707391e-01 +4.707228801343979e-04 +4.811991199829110e+01 +1.125028199943190e+03 +1.336367689437380e-01 
+1.097400000000066e+01 +6.664392440683241e-01 +4.679504093396465e-04 +4.821641827715936e+01 +1.124924598229398e+03 +1.336246549189614e-01 
+1.097600000000066e+01 +6.633516521789541e-01 +4.652118245315245e-04 +4.831292446553591e+01 +1.124821024835245e+03 +1.336125442053846e-01 
+1.097800000000066e+01 +6.603021515221867e-01 +4.625065516563295e-04 +4.840943056343297e+01 +1.124717479747830e+03 +1.336004368014996e-01 
+1.098000000000066e+01 +6.572900982079007e-01 +4.598340275500098e-04 +4.850593657086273e+01 +1.124613962954264e+03 +1.335883327057991e-01 
+1.098200000000066e+01 +6.543148605880509e-01 +4.571936997225812e-04 +4.860244248783739e+01 +1.124510474441664e+03 +1.335762319167769e-01 
+1.098400000000066e+01 +6.513758190134598e-01 +4.545850261468826e-04 +4.869894831436917e+01 +1.124407014197154e+03 +1.335641344329276e-01 
+1.098600000000066e+01 +6.484723655953931e-01 +4.520074750514588e-04 +4.879545405047023e+01 +1.124303582207871e+03 +1.335520402527469e-01 
+1.098800000000066e+01 +6.456039039720627e-01 +4.494605247177226e-04 +4.889195969615277e+01 +1.124200178460954e+03 +1.335399493747315e-01 
+1.099000000000066e+01 +6.427698490797565e-01 +4.469436632811182e-04 +4.898846525142898e+01 +1.124096802943554e+03 +1.335278617973789e-01 
+1.099200000000067e+01 +6.399696269285751e-01 +4.444563885362360e-04 +4.908497071631103e+01 +1.123993455642830e+03 +1.335157775191876e-01 
+1.099400000000067e+01 +6.372026743828099e-01 +4.419982077460100e-04 +4.918147609081110e+01 +1.123890136545948e+03 +1.335036965386573e-01 
+1.099600000000067e+01 +6.344684389455718e-01 +4.395686374545181e-04 +4.927798137494135e+01 +1.123786845640083e+03 +1.334916188542882e-01 
+1.099800000000067e+01 +6.317663785479186e-01 +4.371672033037276e-04 +4.937448656871395e+01 +1.123683582912417e+03 +1.334795444645819e-01 

______________________ ______________________ ______________________ ______________________ ______________________ 



Temp do meio:       +7.500000000000000e+03[K]
Massa do isotopo:   +2.360050000000000e+02

ene_val                 sig_val[radiation_xs]           psi                     x                   smr*gg                  chi1          

+9.000000000000000e+00 +7.522695537540511e-01 +5.107155020705760e-04 -4.708146439112053e+01 +1.243415894152918e+03 +1.319097582559268e-01 
+9.002000000000001e+00 +7.565764078396550e-01 +5.142309403133951e-04 -4.698486212623356e+01 +1.243276441976938e+03 +1.318951739630052e-01 
+9.004000000000001e+00 +7.609457862876823e-01 +5.177974186618910e-04 -4.688825996650556e+01 +1.243137036269043e+03 +1.318805945296246e-01 
+9.006000000000002e+00 +7.653788679768623e-01 +5.214159023197570e-04 -4.679165791191836e+01 +1.242997677003430e+03 +1.318660199530873e-01 
+9.008000000000003e+00 +7.698768554552108e-01 +5.250873759564954e-04 -4.669505596245384e+01 +1.242858364154322e+03 +1.318514502306969e-01 
+9.010000000000003e+00 +7.744409754170106e-01 +5.288128441017942e-04 -4.659845411809386e+01 +1.242719097695957e+03 +1.318368853597598e-01 
+9.012000000000004e+00 +7.790724791890770e-01 +5.325933315476321e-04 -4.650185237882031e+01 +1.242579877602595e+03 +1.318223253375841e-01 
+9.014000000000005e+00 +7.837726432263464e-01 +5.364298837581522e-04 -4.640525074461507e+01 +1.242440703848518e+03 +1.318077701614799e-01 
+9.016000000000005e+00 +7.885427696172811e-01 +5.403235672876849e-04 -4.630864921546002e+01 +1.242301576408023e+03 +1.317932198287598e-01 
+9.018000000000006e+00 +7.933841865988466e-01 +5.442754702067672e-04 -4.621204779133706e+01 +1.242162495255432e+03 +1.317786743367381e-01 
+9.020000000000007e+00 +7.982982490816161e-01 +5.482867025365758e-04 -4.611544647222814e+01 +1.242023460365084e+03 +1.317641336827315e-01 
+9.022000000000007e+00 +8.032863391847981e-01 +5.523583966916344e-04 -4.601884525811514e+01 +1.241884471711340e+03 +1.317495978640584e-01 
+9.024000000000008e+00 +8.083498667817696e-01 +5.564917079312780e-04 -4.592224414897999e+01 +1.241745529268578e+03 +1.317350668780397e-01 
+9.026000000000009e+00 +8.134902700558987e-01 +5.606878148196759e-04 -4.582564314480465e+01 +1.241606633011199e+03 +1.317205407219981e-01 
+9.028000000000009e+00 +8.187090160671003e-01 +5.649479196948067e-04 -4.572904224557104e+01 +1.241467782913620e+03 +1.317060193932584e-01 
+9.030000000000010e+00 +8.240076013292218e-01 +5.692732491464669e-04 -4.563244145126112e+01 +1.241328978950284e+03 +1.316915028891476e-01 
+9.032000000000011e+00 +8.293875523983687e-01 +5.736650545033867e-04 -4.553584076185684e+01 +1.241190221095647e+03 +1.316769912069947e-01 
+9.034000000000011e+00 +8.348504264724782e-01 +5.781246123297336e-04 -4.543924017734017e+01 +1.241051509324189e+03 +1.316624843441307e-01 
+9.036000000000012e+00 +8.403978120022382e-01 +5.826532249310753e-04 -4.534263969769310e+01 +1.240912843610408e+03 +1.316479822978888e-01 
+9.038000000000013e+00 +8.460313293135883e-01 +5.872522208700015e-04 -4.524603932289759e+01 +1.240774223928822e+03 +1.316334850656042e-01 
+9.040000000000013e+00 +8.517526312419194e-01 +5.919229554915041e-04 -4.514943905293566e+01 +1.240635650253971e+03 +1.316189926446141e-01 
+9.042000000000014e+00 +8.575634037783005e-01 +5.966668114584050e-04 -4.505283888778928e+01 +1.240497122560411e+03 +1.316045050322579e-01 
+9.044000000000015e+00 +8.634653667277179e-01 +6.014851992967860e-04 -4.495623882744047e+01 +1.240358640822720e+03 +1.315900222258770e-01 
+9.046000000000015e+00 +8.694602743797673e-01 +6.063795579518462e-04 -4.485963887187125e+01 +1.240220205015494e+03 +1.315755442228148e-01 
+9.048000000000016e+00 +8.755499161917603e-01 +6.113513553540897e-04 -4.476303902106364e+01 +1.240081815113353e+03 +1.315610710204168e-01 
+9.050000000000017e+00 +8.817361174846258e-01 +6.164020889962248e-04 -4.466643927499967e+01 +1.239943471090930e+03 +1.315466026160305e-01 
+9.052000000000017e+00 +8.880207401516803e-01 +6.215332865208013e-04 -4.456983963366138e+01 +1.239805172922883e+03 +1.315321390070056e-01 
+9.054000000000018e+00 +8.944056833805240e-01 +6.267465063188120e-04 -4.447324009703082e+01 +1.239666920583886e+03 +1.315176801906938e-01 
+9.056000000000019e+00 +9.008928843882992e-01 +6.320433381394716e-04 -4.437664066509004e+01 +1.239528714048637e+03 +1.315032261644486e-01 
+9.058000000000019e+00 +9.074843191704108e-01 +6.374254037112217e-04 -4.428004133782112e+01 +1.239390553291848e+03 +1.314887769256259e-01 
+9.060000000000020e+00 +9.141820032629960e-01 +6.428943573742641e-04 -4.418344211520611e+01 +1.239252438288255e+03 +1.314743324715835e-01 
+9.062000000000021e+00 +9.209879925193494e-01 +6.484518867247344e-04 -4.408684299722710e+01 +1.239114369012611e+03 +1.314598927996811e-01 
+9.064000000000021e+00 +9.279043839004071e-01 +6.540997132706497e-04 -4.399024398386618e+01 +1.238976345439690e+03 +1.314454579072807e-01 
+9.066000000000022e+00 +9.349333162797375e-01 +6.598395930999824e-04 -4.389364507510544e+01 +1.238838367544283e+03 +1.314310277917461e-01 
+9.068000000000023e+00 +9.420769712628467e-01 +6.656733175607243e-04 -4.379704627092698e+01 +1.238700435301205e+03 +1.314166024504434e-01 
+9.070000000000023e+00 +9.493375740215180e-01 +6.716027139535099e-04 -4.370044757131294e+01 +1.238562548685286e+03 +1.314021818807404e-01 
+9.072000000000024e+00 +9.567173941428943e-01 +6.776296462366060e-04 -4.360384897624540e+01 +1.238424707671378e+03 +1.313877660800072e-01 
+9.074000000000025e+00 +9.642187464938423e-01 +6.837560157436900e-04 -4.350725048570651e+01 +1.238286912234350e+03 +1.313733550456158e-01 
+9.076000000000025e+00 +9.718439921007591e-01 +6.899837619145452e-04 -4.341065209967842e+01 +1.238149162349094e+03 +1.313589487749403e-01 
+9.078000000000026e+00 +9.795955390448531e-01 +6.963148630387402e-04 -4.331405381814324e+01 +1.238011457990518e+03 +1.313445472653567e-01 
+9.080000000000027e+00 +9.874758433734048e-01 +7.027513370126865e-04 -4.321745564108313e+01 +1.237873799133551e+03 +1.313301505142432e-01 
+9.082000000000027e+00 +9.954874100268551e-01 +7.092952421099709e-04 -4.312085756848027e+01 +1.237736185753141e+03 +1.313157585189799e-01 
+9.084000000000028e+00 +1.003632793782288e+00 +7.159486777654222e-04 -4.302425960031680e+01 +1.237598617824255e+03 +1.313013712769489e-01 
+9.086000000000029e+00 +1.011914600213395e+00 +7.227137853730032e-04 -4.292766173657493e+01 +1.237461095321879e+03 +1.312869887855345e-01 
+9.088000000000029e+00 +1.020335486666829e+00 +7.295927490974599e-04 -4.283106397723681e+01 +1.237323618221020e+03 +1.312726110421227e-01 
+9.090000000000030e+00 +1.028898163255812e+00 +7.365877967004210e-04 -4.273446632228465e+01 +1.237186186496703e+03 +1.312582380441019e-01 
+9.092000000000031e+00 +1.037605393870502e+00 +7.437012003805980e-04 -4.263786877170064e+01 +1.237048800123971e+03 +1.312438697888621e-01 
+9.094000000000031e+00 +1.046459997205784e+00 +7.509352776285917e-04 -4.254127132546700e+01 +1.236911459077889e+03 +1.312295062737956e-01 
+9.096000000000032e+00 +1.055464847806542e+00 +7.582923920963729e-04 -4.244467398356593e+01 +1.236774163333539e+03 +1.312151474962966e-01 
+9.098000000000033e+00 +1.064622877130664e+00 +7.657749544816861e-04 -4.234807674597967e+01 +1.236636912866023e+03 +1.312007934537614e-01 
+9.100000000000033e+00 +1.073937074629778e+00 +7.733854234273109e-04 -4.225147961269042e+01 +1.236499707650461e+03 +1.311864441435882e-01 
+9.102000000000034e+00 +1.083410488848372e+00 +7.811263064358290e-04 -4.215488258368045e+01 +1.236362547661995e+03 +1.311720995631772e-01 
+9.104000000000035e+00 +1.093046228540941e+00 +7.890001607994848e-04 -4.205828565893201e+01 +1.236225432875783e+03 +1.311577597099306e-01 
+9.106000000000035e+00 +1.102847463807799e+00 +7.970095945458039e-04 -4.196168883842732e+01 +1.236088363267004e+03 +1.311434245812527e-01 
+9.108000000000036e+00 +1.112817427249526e+00 +8.051572673988535e-04 -4.186509212214867e+01 +1.235951338810854e+03 +1.311290941745497e-01 
+9.110000000000037e+00 +1.122959415140330e+00 +8.134458917564303e-04 -4.176849551007833e+01 +1.235814359482552e+03 +1.311147684872297e-01 
+9.112000000000037e+00 +1.133276788620409e+00 +8.218782336832458e-04 -4.167189900219856e+01 +1.235677425257332e+03 +1.311004475167031e-01 
+9.114000000000038e+00 +1.143772974907721e+00 +8.304571139204649e-04 -4.157530259849167e+01 +1.235540536110449e+03 +1.310861312603819e-01 
+9.116000000000039e+00 +1.154451468529010e+00 +8.391854089114493e-04 -4.147870629893995e+01 +1.235403692017176e+03 +1.310718197156804e-01 
+9.118000000000039e+00 +1.165315832570608e+00 +8.480660518441936e-04 -4.138211010352568e+01 +1.235266892952806e+03 +1.310575128800149e-01 
+9.120000000000040e+00 +1.176369699948909e+00 +8.571020337103151e-04 -4.128551401223118e+01 +1.235130138892650e+03 +1.310432107508032e-01 
+9.122000000000041e+00 +1.187616774700951e+00 +8.662964043810414e-04 -4.118891802503878e+01 +1.234993429812039e+03 +1.310289133254658e-01 
+9.124000000000041e+00 +1.199060833294905e+00 +8.756522736999593e-04 -4.109232214193079e+01 +1.234856765686322e+03 +1.310146206014245e-01 
